Country,ActionWater,WaterType,Class_cane,Epidemic,YieldOldGrade,Type_Cane,GrooveWide,FertilizerType,TypeSoil,Fertilizer,TargetOldGrade,Area_Remain,ContractsArea,YieldGrade,FarmerContractGrade,TargetGrade,Rain_Avg,Yield_Category,YearBin
India,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 1,K99-72,120 cm,Organic,Loam,16-16-16,Grade 2,8.81,442.67,Grade 3,C,Grade 1,2556.49,High,1980s
Pakistan,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 3,Khonkean3,140 cm,Chemical,Ferus soil,16-16-16,Grade 3,70.63,98.89,Grade 2,B,Grade 3,1486.26,High,2000s
Nepal,Rain,Rain,2nd ratoon cane,Preemergent,Grade 2,K99-72,140 cm,Chemical,Ferus soil,16-16-16,Grade 2,78.93,15.61,Grade 3,B,Grade 1,1626.0,High,1980s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 1,Khonkean3,140 cm,Organic,Silty clay,46-0-0,Grade 1,53.93,477.84,Grade 3,B,Grade 3,1331.39,High,2010s
Nepal,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 3,Khonkean3,150 cm,Organic,Loam,25-7-7,Grade 2,61.56,71.19,Grade 2,B,Grade 3,837.38,High,2000s
Nepal,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,140 cm,Organic,Loam,16-16-16,Grade 3,46.94,281.89,Grade 3,A,Grade 3,2133.66,High,1980s
Pakistan,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 3,K99-72,140 cm,Chemical,Ferus soil,15-15-15,Grade 1,73.6,27.96,Grade 3,C,Grade 2,1901.12,Low,2000s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Chemical,Silty clay,16-16-16,Grade 1,16.54,378.51,Grade 2,B,Grade 2,2748.57,Low,2010s
India,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 2,LK92-11,120 cm,Chemical,Ferus soil,25-7-7,Grade 3,53.93,485.66,Grade 3,B,Grade 3,1694.9,Low,2010s
Pakistan,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,K84-200,140 cm,Chemical,Silty clay,16-16-16,Grade 3,10.47,73.24,Grade 1,C,Grade 2,2310.17,High,1990s
India,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 1,K84-200,150 cm,Organic,Silty clay,16-16-16,Grade 2,74.24,425.51,Grade 1,A,Grade 1,1828.23,High,1970s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 3,K99-72,130 cm,Chemical,Loam,15-15-15,Grade 2,44.21,441.94,Grade 1,A,Grade 2,1071.39,High,2010s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 3,K84-200,150 cm,Organic,Silty clay,15-15-15,Grade 3,18.85,166.42,Grade 1,B,Grade 3,1237.51,Low,1970s
Pakistan,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,120 cm,Organic,Silty clay,46-0-0,Grade 1,62.26,369.22,Grade 1,A,Grade 1,1811.7,High,1980s
Bangladesh,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 2,Khonkean3,130 cm,Organic,Ferus soil,16-16-16,Grade 2,64.22,81.25,Grade 1,C,Grade 1,648.46,High,2000s
Sri Lanka,Rain,Rain,1st ratoon cane,Preemergent,Grade 2,Khonkean3,130 cm,Organic,Ferus soil,46-0-0,Grade 3,50.48,248.87,Grade 2,C,Grade 1,1530.57,High,2020s
Pakistan,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 1,K84-200,140 cm,Organic,Silty clay,25-7-7,Grade 3,13.43,478.16,Grade 3,C,Grade 1,691.41,Low,1980s
Sri Lanka,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,K84-200,120 cm,Organic,Silty clay,25-7-7,Grade 2,25.14,152.79,Grade 1,A,Grade 2,2989.01,High,1980s
Nepal,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 2,K84-200,130 cm,Chemical,Silty clay,25-7-7,Grade 1,62.52,459.46,Grade 3,C,Grade 1,2930.74,High,1980s
Bangladesh,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Loam,46-0-0,Grade 2,36.9,255.27,Grade 3,B,Grade 2,2619.4,High,1990s
Pakistan,Water pour,Rain,1st ratoon cane,Herbicide,Grade 3,Khonkean3,120 cm,Organic,Ferus soil,46-0-0,Grade 1,92.15,284.8,Grade 1,C,Grade 1,773.27,High,2000s
Nepal,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 1,K99-72,120 cm,Organic,Loam,46-0-0,Grade 2,8.71,15.84,Grade 2,A,Grade 2,1145.52,Low,1970s
Bangladesh,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Chemical,Ferus soil,25-7-7,Grade 3,11.09,225.04,Grade 2,C,Grade 1,737.99,High,1990s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Organic,Loam,16-16-16,Grade 1,90.29,203.27,Grade 3,A,Grade 1,1061.61,High,1990s
India,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 2,Khonkean3,130 cm,Chemical,Silty clay,46-0-0,Grade 1,36.86,136.55,Grade 2,A,Grade 3,2206.26,High,1980s
India,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Organic,Silty clay,46-0-0,Grade 1,52.72,108.65,Grade 3,A,Grade 3,1207.65,Low,2020s
Pakistan,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 2,LK92-11,140 cm,Chemical,Ferus soil,46-0-0,Grade 2,61.53,126.34,Grade 3,C,Grade 2,2696.99,High,2010s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 2,K99-72,120 cm,Organic,Loam,25-7-7,Grade 1,84.18,287.3,Grade 3,C,Grade 1,2150.19,Low,1970s
Sri Lanka,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Organic,Loam,46-0-0,Grade 3,88.91,409.45,Grade 3,A,Grade 1,1645.58,High,1970s
India,Rain,Rain,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Ferus soil,46-0-0,Grade 1,21.86,172.8,Grade 3,A,Grade 2,665.15,High,1970s
India,Rain,Rain,1st ratoon cane,Preemergent,Grade 3,K99-72,140 cm,Organic,Ferus soil,46-0-0,Grade 3,24.31,379.83,Grade 1,C,Grade 2,2863.67,High,1990s
India,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K99-72,140 cm,Chemical,Ferus soil,46-0-0,Grade 3,10.18,385.39,Grade 3,A,Grade 1,1911.48,High,2000s
Sri Lanka,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 1,K99-72,140 cm,Chemical,Ferus soil,15-15-15,Grade 2,20.0,11.03,Grade 2,C,Grade 3,2564.42,High,1990s
Bangladesh,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,LK92-11,150 cm,Chemical,Ferus soil,16-16-16,Grade 2,82.52,439.95,Grade 2,A,Grade 3,569.36,High,1990s
Pakistan,Rain,Rain,1st ratoon cane,Preemergent,Grade 3,K84-200,150 cm,Organic,Ferus soil,16-16-16,Grade 3,49.99,116.19,Grade 2,A,Grade 1,2175.03,Low,1980s
Sri Lanka,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 2,Khonkean3,140 cm,Organic,Silty clay,16-16-16,Grade 2,99.7,98.3,Grade 2,B,Grade 3,2259.49,High,2010s
Pakistan,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 1,K84-200,150 cm,Organic,Ferus soil,15-15-15,Grade 2,35.0,355.6,Grade 2,A,Grade 3,1419.67,Low,1990s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 2,K99-72,130 cm,Organic,Silty clay,16-16-16,Grade 2,33.97,498.54,Grade 1,B,Grade 3,2096.12,High,2010s
Bangladesh,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 3,LK92-11,120 cm,Organic,Silty clay,46-0-0,Grade 2,57.99,149.48,Grade 1,C,Grade 3,1876.65,Low,2000s
Pakistan,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 2,Khonkean3,140 cm,Chemical,Loam,16-16-16,Grade 2,60.25,52.0,Grade 1,A,Grade 2,1388.41,High,2010s
Nepal,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Chemical,Loam,46-0-0,Grade 3,67.48,198.59,Grade 3,A,Grade 1,2955.27,High,2010s
Nepal,Rain,Rain,1st ratoon cane,Preemergent,Grade 2,LK92-11,140 cm,Organic,Loam,15-15-15,Grade 2,96.25,129.65,Grade 2,B,Grade 1,1061.38,Low,1980s
India,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 2,K99-72,140 cm,Organic,Silty clay,46-0-0,Grade 2,84.76,345.73,Grade 2,B,Grade 3,1737.59,Low,1970s
India,Rain,Rain,1st ratoon cane,Herbicide,Grade 2,K84-200,130 cm,Chemical,Loam,25-7-7,Grade 3,31.62,124.43,Grade 2,C,Grade 1,1428.0,High,2000s
Pakistan,Rain,Rain,1st ratoon cane,Preemergent,Grade 1,K99-72,120 cm,Chemical,Ferus soil,46-0-0,Grade 3,83.32,186.31,Grade 1,B,Grade 1,1551.62,Low,2000s
Pakistan,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 2,K99-72,130 cm,Chemical,Ferus soil,16-16-16,Grade 3,8.97,440.64,Grade 2,C,Grade 2,842.88,Low,1990s
Sri Lanka,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 1,Khonkean3,130 cm,Organic,Silty clay,46-0-0,Grade 2,81.07,352.35,Grade 2,B,Grade 3,2211.21,Low,2020s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 1,Khonkean3,120 cm,Organic,Loam,15-15-15,Grade 2,80.39,398.04,Grade 2,A,Grade 3,1056.58,Low,2000s
Bangladesh,Water pour,Natural canal,1st ratoon cane,Preemergent,Grade 2,Khonkean3,140 cm,Organic,Ferus soil,25-7-7,Grade 2,39.16,27.56,Grade 2,C,Grade 2,1632.07,High,2010s
Bangladesh,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 1,K84-200,140 cm,Chemical,Silty clay,16-16-16,Grade 1,38.31,99.16,Grade 1,C,Grade 1,2916.06,High,2010s
Pakistan,Rain,Rain,2nd ratoon cane,Herbicide,Grade 1,K84-200,140 cm,Organic,Ferus soil,46-0-0,Grade 3,29.92,351.2,Grade 1,B,Grade 1,697.64,High,2000s
Pakistan,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,K84-200,140 cm,Organic,Silty clay,16-16-16,Grade 1,8.92,463.46,Grade 3,C,Grade 1,2165.35,Low,2020s
Nepal,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,Khonkean3,140 cm,Chemical,Loam,16-16-16,Grade 3,77.75,160.03,Grade 1,A,Grade 1,2343.8,High,1990s
Pakistan,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 2,K99-72,140 cm,Chemical,Silty clay,25-7-7,Grade 3,98.79,314.8,Grade 2,C,Grade 3,2638.6,High,1980s
Sri Lanka,Rain,Rain,2nd ratoon cane,Herbicide,Grade 1,K84-200,130 cm,Chemical,Ferus soil,46-0-0,Grade 3,77.63,120.77,Grade 2,C,Grade 1,1951.79,High,1980s
Sri Lanka,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Chemical,Ferus soil,46-0-0,Grade 2,32.43,272.31,Grade 3,A,Grade 1,2962.26,Low,1970s
Bangladesh,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 3,K99-72,150 cm,Organic,Silty clay,15-15-15,Grade 2,25.14,280.94,Grade 2,B,Grade 1,1115.76,High,1980s
Bangladesh,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 1,Khonkean3,140 cm,Organic,Loam,15-15-15,Grade 3,15.7,414.08,Grade 2,B,Grade 2,2767.26,High,1990s
Nepal,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 2,LK92-11,120 cm,Chemical,Loam,25-7-7,Grade 3,61.44,287.06,Grade 2,A,Grade 3,1556.58,High,1980s
Pakistan,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 2,Khonkean3,140 cm,Organic,Ferus soil,46-0-0,Grade 1,14.21,147.52,Grade 3,A,Grade 2,2842.99,High,1990s
Bangladesh,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 2,LK92-11,120 cm,Chemical,Loam,25-7-7,Grade 3,14.4,335.23,Grade 2,A,Grade 3,2667.76,High,1990s
Nepal,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 1,K84-200,130 cm,Chemical,Ferus soil,15-15-15,Grade 2,70.16,390.67,Grade 2,B,Grade 1,2102.9,High,1990s
India,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 3,Khonkean3,120 cm,Organic,Silty clay,15-15-15,Grade 1,63.1,129.1,Grade 1,C,Grade 2,987.81,High,1990s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 2,LK92-11,150 cm,Organic,Ferus soil,15-15-15,Grade 2,32.38,111.56,Grade 2,B,Grade 1,1657.46,Low,1980s
India,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 2,LK92-11,140 cm,Organic,Ferus soil,16-16-16,Grade 1,9.4,489.76,Grade 1,B,Grade 2,1841.25,High,1970s
Sri Lanka,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Chemical,Ferus soil,25-7-7,Grade 2,53.25,88.01,Grade 1,A,Grade 1,1363.1,High,1970s
India,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,LK92-11,130 cm,Organic,Loam,15-15-15,Grade 1,58.49,79.98,Grade 3,B,Grade 2,1698.57,High,2000s
Sri Lanka,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 3,K99-72,120 cm,Organic,Silty clay,16-16-16,Grade 2,80.98,146.36,Grade 1,C,Grade 1,1593.66,High,1980s
Pakistan,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 2,LK92-11,150 cm,Chemical,Ferus soil,25-7-7,Grade 3,57.26,354.73,Grade 1,B,Grade 1,1761.3,Low,2000s
India,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 3,K84-200,140 cm,Chemical,Ferus soil,16-16-16,Grade 3,10.96,159.02,Grade 2,A,Grade 3,2726.84,High,2000s
Nepal,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 3,LK92-11,130 cm,Organic,Loam,46-0-0,Grade 1,22.57,225.15,Grade 2,A,Grade 1,2287.48,Low,2020s
Pakistan,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Chemical,Ferus soil,15-15-15,Grade 3,21.07,448.16,Grade 1,C,Grade 1,555.65,High,2000s
Nepal,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Chemical,Loam,15-15-15,Grade 3,63.76,407.9,Grade 2,B,Grade 2,581.41,Low,2010s
Sri Lanka,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,Khonkean3,140 cm,Organic,Silty clay,25-7-7,Grade 2,41.05,263.79,Grade 2,C,Grade 2,1133.21,Low,2010s
Pakistan,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 3,LK92-11,150 cm,Organic,Silty clay,15-15-15,Grade 1,56.26,33.39,Grade 3,A,Grade 1,505.07,Low,1990s
Sri Lanka,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 1,K84-200,150 cm,Chemical,Loam,15-15-15,Grade 2,87.57,235.48,Grade 1,A,Grade 1,2923.66,High,2010s
Nepal,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 2,K84-200,150 cm,Chemical,Silty clay,25-7-7,Grade 1,80.62,270.65,Grade 2,B,Grade 1,1733.39,High,1980s
India,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 2,LK92-11,130 cm,Organic,Silty clay,46-0-0,Grade 3,22.11,280.24,Grade 1,C,Grade 3,1511.95,High,1990s
Nepal,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Organic,Silty clay,16-16-16,Grade 1,53.53,224.57,Grade 2,C,Grade 2,1828.62,Low,2000s
Sri Lanka,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 2,K99-72,120 cm,Organic,Silty clay,25-7-7,Grade 3,66.62,354.65,Grade 1,C,Grade 2,696.91,Low,2020s
Pakistan,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 2,K99-72,140 cm,Chemical,Loam,25-7-7,Grade 1,76.38,236.66,Grade 1,C,Grade 3,1356.66,Low,2000s
Sri Lanka,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Loam,15-15-15,Grade 1,87.41,346.93,Grade 3,A,Grade 3,956.37,Low,1980s
Nepal,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 1,LK92-11,120 cm,Chemical,Ferus soil,16-16-16,Grade 2,19.21,158.88,Grade 1,B,Grade 3,1266.95,High,2010s
Nepal,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 1,K84-200,140 cm,Organic,Ferus soil,25-7-7,Grade 2,82.78,85.22,Grade 3,B,Grade 2,1881.3,High,2000s
Pakistan,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,K99-72,150 cm,Chemical,Silty clay,15-15-15,Grade 3,89.56,402.72,Grade 1,C,Grade 1,2438.04,High,2010s
Nepal,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 3,Khonkean3,150 cm,Chemical,Ferus soil,16-16-16,Grade 3,9.35,257.79,Grade 1,B,Grade 3,1996.48,High,2010s
Pakistan,Rain,Rain,1st ratoon cane,Preemergent,Grade 3,K99-72,150 cm,Organic,Ferus soil,15-15-15,Grade 2,60.84,278.1,Grade 1,A,Grade 1,2926.89,Low,2020s
India,Water pour,Rain,1st ratoon cane,Herbicide,Grade 3,LK92-11,140 cm,Chemical,Silty clay,15-15-15,Grade 3,48.75,13.85,Grade 3,B,Grade 2,1475.11,High,2000s
Pakistan,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 3,K84-200,150 cm,Chemical,Loam,15-15-15,Grade 1,90.49,340.54,Grade 1,A,Grade 3,1700.95,High,2010s
India,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 2,Khonkean3,140 cm,Chemical,Loam,25-7-7,Grade 3,12.3,169.46,Grade 1,C,Grade 2,1790.19,Low,1970s
Pakistan,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,130 cm,Organic,Ferus soil,16-16-16,Grade 2,83.62,402.07,Grade 1,C,Grade 3,2162.31,High,1990s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 2,K99-72,130 cm,Organic,Loam,25-7-7,Grade 1,66.42,131.41,Grade 1,B,Grade 2,2337.15,High,2010s
Bangladesh,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 2,K84-200,120 cm,Chemical,Silty clay,46-0-0,Grade 1,75.59,220.38,Grade 3,A,Grade 2,524.93,Low,1970s
Nepal,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 2,LK92-11,130 cm,Chemical,Ferus soil,15-15-15,Grade 2,80.95,326.33,Grade 2,C,Grade 2,569.63,Low,2010s
Nepal,Water pour,Natural canal,1st ratoon cane,Preemergent,Grade 2,K84-200,130 cm,Organic,Loam,25-7-7,Grade 1,90.83,343.03,Grade 1,A,Grade 1,829.16,Low,2010s
Pakistan,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 2,K99-72,140 cm,Chemical,Loam,16-16-16,Grade 1,12.8,412.01,Grade 2,B,Grade 1,1652.01,High,2010s
India,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 2,K84-200,130 cm,Organic,Ferus soil,16-16-16,Grade 3,56.18,273.41,Grade 3,C,Grade 2,1358.59,Low,1980s
Sri Lanka,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Organic,Silty clay,46-0-0,Grade 1,6.61,75.18,Grade 1,B,Grade 2,1538.39,High,2010s
Bangladesh,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 2,LK92-11,130 cm,Organic,Silty clay,25-7-7,Grade 2,27.97,61.22,Grade 3,B,Grade 1,1381.12,Low,1990s
Nepal,Water pour,Natural canal,1st ratoon cane,Preemergent,Grade 3,LK92-11,140 cm,Chemical,Silty clay,16-16-16,Grade 2,97.66,140.3,Grade 3,B,Grade 1,1661.26,Low,1990s
Nepal,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 2,Khonkean3,140 cm,Organic,Silty clay,25-7-7,Grade 3,58.84,444.67,Grade 2,A,Grade 3,1310.85,High,1970s
Sri Lanka,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Silty clay,46-0-0,Grade 3,96.86,215.71,Grade 1,A,Grade 3,593.87,High,2000s
Nepal,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 3,K99-72,130 cm,Organic,Silty clay,25-7-7,Grade 1,58.56,374.58,Grade 2,B,Grade 2,1452.87,Low,1970s
Nepal,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 1,K84-200,150 cm,Organic,Loam,16-16-16,Grade 3,71.98,327.42,Grade 3,C,Grade 3,1602.42,High,2000s
Pakistan,Rain,Groundwater,1st ratoon cane,Herbicide,Grade 1,K84-200,140 cm,Chemical,Loam,16-16-16,Grade 1,54.32,144.05,Grade 1,B,Grade 3,2396.96,Low,1970s
Pakistan,Water pour,Rain,1st ratoon cane,Preemergent,Grade 1,K99-72,120 cm,Organic,Ferus soil,25-7-7,Grade 2,27.6,449.98,Grade 3,C,Grade 1,2584.15,Low,1980s
Bangladesh,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 2,K99-72,130 cm,Organic,Ferus soil,16-16-16,Grade 2,45.08,332.05,Grade 3,C,Grade 1,2828.25,Low,1980s
Bangladesh,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 3,K84-200,140 cm,Chemical,Ferus soil,16-16-16,Grade 1,48.06,121.82,Grade 2,C,Grade 3,855.66,Low,1990s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 2,K84-200,140 cm,Organic,Ferus soil,15-15-15,Grade 2,22.32,324.92,Grade 1,A,Grade 1,2970.69,High,1980s
Pakistan,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 3,Khonkean3,140 cm,Chemical,Silty clay,46-0-0,Grade 2,83.04,160.29,Grade 1,A,Grade 2,520.94,Low,2010s
Bangladesh,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Organic,Loam,15-15-15,Grade 2,58.84,460.04,Grade 3,B,Grade 2,1443.5,High,2010s
Pakistan,Water pour,Rain,1st ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Chemical,Ferus soil,46-0-0,Grade 3,52.57,212.67,Grade 2,A,Grade 1,1314.07,Low,1970s
Pakistan,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 2,K99-72,150 cm,Organic,Silty clay,25-7-7,Grade 2,42.22,68.64,Grade 1,A,Grade 1,1804.75,Low,1970s
Sri Lanka,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 3,K84-200,130 cm,Chemical,Silty clay,46-0-0,Grade 1,43.04,319.06,Grade 1,C,Grade 1,835.19,Low,2010s
Nepal,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Ferus soil,16-16-16,Grade 1,28.07,45.76,Grade 1,A,Grade 3,2961.36,Low,2020s
Sri Lanka,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Chemical,Silty clay,25-7-7,Grade 1,77.82,498.14,Grade 2,C,Grade 3,1858.28,Low,2010s
Sri Lanka,Rain,Rain,1st ratoon cane,Herbicide,Grade 2,Khonkean3,130 cm,Chemical,Loam,16-16-16,Grade 3,76.25,173.15,Grade 2,B,Grade 2,1009.34,Low,2010s
India,Water pour,Rain,1st ratoon cane,Herbicide,Grade 1,K84-200,140 cm,Organic,Silty clay,15-15-15,Grade 2,35.18,411.1,Grade 1,A,Grade 1,593.2,High,1980s
Sri Lanka,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 3,K99-72,120 cm,Chemical,Silty clay,46-0-0,Grade 3,12.82,165.8,Grade 3,B,Grade 2,968.11,Low,1970s
Sri Lanka,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,Khonkean3,130 cm,Chemical,Loam,46-0-0,Grade 2,38.75,414.93,Grade 2,A,Grade 3,2653.01,High,2010s
India,Rain,Rain,1st ratoon cane,Preemergent,Grade 3,LK92-11,150 cm,Chemical,Ferus soil,16-16-16,Grade 1,40.64,364.07,Grade 1,B,Grade 2,536.8,Low,1980s
Pakistan,Rain,Rain,3rd ratoon cane,Preemergent,Grade 2,LK92-11,130 cm,Chemical,Silty clay,25-7-7,Grade 3,82.57,296.26,Grade 1,B,Grade 2,1230.14,High,1990s
India,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 2,LK92-11,130 cm,Organic,Ferus soil,16-16-16,Grade 2,80.15,227.02,Grade 1,A,Grade 2,2857.57,Low,1980s
Nepal,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K84-200,120 cm,Organic,Ferus soil,16-16-16,Grade 3,15.26,257.7,Grade 2,C,Grade 3,1908.46,Low,1970s
Pakistan,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 3,Khonkean3,130 cm,Chemical,Loam,15-15-15,Grade 3,32.45,356.11,Grade 1,C,Grade 1,2396.82,High,1980s
Sri Lanka,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Organic,Loam,25-7-7,Grade 3,55.32,89.28,Grade 2,A,Grade 2,798.94,Low,1980s
India,Water pour,Rain,1st ratoon cane,Preemergent,Grade 2,Khonkean3,140 cm,Chemical,Ferus soil,15-15-15,Grade 1,73.62,412.59,Grade 3,B,Grade 3,530.32,High,2000s
Nepal,Rain,Rain,3rd ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Silty clay,25-7-7,Grade 2,18.39,215.69,Grade 1,C,Grade 3,1469.46,Low,2000s
Sri Lanka,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 3,Khonkean3,150 cm,Organic,Ferus soil,46-0-0,Grade 3,43.36,49.02,Grade 1,A,Grade 2,2724.32,High,2000s
Bangladesh,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Organic,Loam,46-0-0,Grade 2,33.41,181.38,Grade 1,C,Grade 1,2131.06,High,2020s
Sri Lanka,Water pour,Rain,1st ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Chemical,Loam,25-7-7,Grade 2,23.12,173.48,Grade 2,B,Grade 3,2139.76,High,1990s
Pakistan,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 2,K99-72,120 cm,Chemical,Loam,46-0-0,Grade 2,48.59,184.34,Grade 2,B,Grade 3,794.49,High,2000s
Bangladesh,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Organic,Loam,25-7-7,Grade 1,96.13,429.23,Grade 2,A,Grade 3,1282.8,Low,1990s
Pakistan,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 3,K99-72,150 cm,Chemical,Ferus soil,15-15-15,Grade 1,8.39,106.94,Grade 3,A,Grade 2,2461.73,High,1980s
